cluster_representative	cluster_member	nreads	fraction_reads	contig_length	norm_coverage	classification_member	classification_representative
23-1-10_NODE_873829_length_261_cov_1.543478_1	17-2-4_NODE_1031895_length_276_cov_1.487437_1	7	2.02935008440067e-07	276	6.903871825506804e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002719095;g__GCA-002719095;s__GCA-002719095 sp002719095	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002719095;g__GCA-002719095;s__GCA-002719095 sp002719095
23-1-10_NODE_873881_length_261_cov_1.532609_1	23-1-10_NODE_873881_length_261_cov_1.532609_1	3	1.196905854736803e-07	261	4.039866820539686e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691145;s__GCA-2691145 sp002691145*	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691145;s__GCA-2691145 sp002691145*
23-1-10_NODE_873881_length_261_cov_1.532609_1	70-1-10_NODE_416502_length_383_cov_0.967320_1	4	1.452261443366342e-07	383	3.75531716078501e-07		root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED127;f__TMED127;g__GCA-2691145;s__GCA-2691145 sp002691145*
23-1-10_NODE_873896_length_261_cov_1.527174_1	23-1-10_NODE_873896_length_261_cov_1.527174_1	5	1.9948430912280048e-07	261	6.733111367566143e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_873896_length_261_cov_1.527174_1	19-1-4_NODE_104271_length_726_cov_1.673344_2	68	2.2505092108046682e-06	726	2.7854943679847947e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_873896_length_261_cov_1.527174_1	30-1-4_NODE_1541984_length_240_cov_1.423313_1	4	1.2173288712549334e-07	240	4.7318834202056864e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_873907_length_261_cov_1.521739_1	23-1-10_NODE_873907_length_261_cov_1.521739_1	5	1.9948430912280048e-07	261	6.733111367566143e-07	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P
23-1-10_NODE_873907_length_261_cov_1.521739_1	24-1-2_NODE_1587624_length_184_cov_1.682243_1	2	6.77974513175316e-08	184	3.328084672198915e-07	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-P
23-1-10_NODE_884792_length_260_cov_1.475410_1	23-1-10_NODE_884792_length_260_cov_1.475410_1	3	1.196905854736803e-07	260	4.055404769849454e-07		
23-1-10_NODE_884792_length_260_cov_1.475410_1	34-1-24_NODE_458856_length_338_cov_1.260536_1	4	1.3502023109387652e-07	338	4.245745024298062e-07		
23-1-10_NODE_884803_length_260_cov_1.475410_1	23-1-10_NODE_884803_length_260_cov_1.475410_1	6	2.393811709473606e-07	260	8.110809539698908e-07		
23-1-10_NODE_884803_length_260_cov_1.475410_1	29-1-2_NODE_70732_length_935_cov_2.196970_2	27	9.140782059583409e-07	935	9.534239451932016e-07	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae;g__Actinomarina;s__Actinomarina sp902587025	
23-1-10_NODE_884808_length_260_cov_1.475410_1	23-1-10_NODE_884808_length_260_cov_1.475410_1	5	1.9948430912280048e-07	260	6.75900794974909e-07		
23-1-10_NODE_884808_length_260_cov_1.475410_1	19-1-6_NODE_411428_length_396_cov_0.949843_1	4	1.354309235928524e-07	396	2.987009641543375e-07		
23-1-10_NODE_884846_length_260_cov_1.459016_1	23-1-10_NODE_884846_length_260_cov_1.459016_1	4	1.5958744729824037e-07	260	5.407206359799272e-07	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04
23-1-10_NODE_884846_length_260_cov_1.459016_1	70-1-2_NODE_1175271_length_259_cov_0.785714_1	3	9.138266356339264e-08	259	3.441734181401031e-07	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04	root;d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__MB11C04;g__MB11C04
23-1-10_NODE_896942_length_259_cov_1.104396_1	23-1-10_NODE_896942_length_259_cov_1.104396_1	4	1.5958744729824037e-07	259	5.4280836044317e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_896942_length_259_cov_1.104396_1	32-1-8_NODE_636527_length_320_cov_1.522634_1	6	1.8265713155849458e-07	320	5.367160780350787e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_896942_length_259_cov_1.104396_1	38-1-10_NODE_978087_length_269_cov_0.770833_1	2	5.7990667445906594e-08	269	2.0955921938032314e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_905993_length_258_cov_1.425414_1	23-1-10_NODE_905993_length_258_cov_1.425414_1	4	1.5958744729824037e-07	258	5.449122688169808e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_905993_length_258_cov_1.425414_1	17-2-10_NODE_296808_length_475_cov_1.678392_1	11	3.723427085616753e-07	475	8.15326374878384e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611;g__GCA-2691785;s__GCA-2691785 sp902611135	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_905993_length_258_cov_1.425414_1	18-1-3_NODE_1029158_length_255_cov_1.056180_1	4	1.160594273012742e-07	255	4.84583301085166e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__Marinisomatales;f__UBA1611	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_905993_length_258_cov_1.425414_1	24-1-8_NODE_1048894_length_245_cov_1.113095_1	5	1.455918910208589e-07	245	5.960647322766577e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_905993_length_258_cov_1.425414_1	29-1-6_NODE_246338_length_507_cov_1.404651_2	9	3.257831519288281e-07	507	6.933627742085185e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_905993_length_258_cov_1.425414_1	33-1-10_NODE_1045661_length_253_cov_0.840909_1	1	3.079696699150281e-08	253	1.230065999673476e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_905993_length_258_cov_1.425414_1	34-1-24_NODE_346676_length_397_cov_1.081250_1	3	1.012651733204074e-07	397	2.7110739638779813e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_905993_length_258_cov_1.425414_1	38-1-10_NODE_502509_length_365_cov_0.770833_1	2	5.7990667445906594e-08	365	1.544422740090601e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_905993_length_258_cov_1.425414_1	67-1-15_NODE_262533_length_432_cov_0.859155_1	5	1.634888467581764e-07	432	4.1726087458558025e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia
23-1-10_NODE_906025_length_258_cov_1.408840_1	23-1-10_NODE_906025_length_258_cov_1.408840_1	7	2.7927803277192066e-07	258	9.535964704297166e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
23-1-10_NODE_906025_length_258_cov_1.408840_1	68-1-2_NODE_1332583_length_249_cov_1.476744_1	6	1.891422035394559e-07	249	7.300721799166359e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria
23-1-10_NODE_906042_length_258_cov_1.403315_1	23-1-10_NODE_906042_length_258_cov_1.403315_1	4	1.5958744729824037e-07	258	5.449122688169808e-07		
23-1-10_NODE_906042_length_258_cov_1.403315_1	29-1-4_NODE_1339875_length_249_cov_0.802326_2	2	6.774429320380444e-08	249	2.5388688644739564e-07		
23-1-10_NODE_906066_length_258_cov_1.392265_1	23-1-10_NODE_906066_length_258_cov_1.392265_1	13	5.186592037192812e-07	258	1.7709648736551878e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
23-1-10_NODE_906066_length_258_cov_1.392265_1	17-2-2_NODE_1307328_length_240_cov_0.760736_1	3	1.217162280270765e-07	240	4.490829392278266e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
23-1-10_NODE_916302_length_257_cov_1.555556_1	23-1-10_NODE_916302_length_257_cov_1.555556_1	4	1.5958744729824037e-07	257	5.470325500186034e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_916314_length_257_cov_1.550000_1	23-1-10_NODE_916314_length_257_cov_1.550000_1	7	2.7927803277192066e-07	257	9.573069625325559e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
23-1-10_NODE_916314_length_257_cov_1.550000_1	38-1-14_NODE_990187_length_248_cov_1.298246_1	3	8.472908017828129e-08	248	3.7589028291123935e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
23-1-10_NODE_916332_length_257_cov_1.544444_2	23-1-10_NODE_916332_length_257_cov_1.544444_2	5	1.9948430912280048e-07	257	6.837906875232542e-07	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*
23-1-10_NODE_916332_length_257_cov_1.544444_2	17-2-6_NODE_1599195_length_233_cov_1.634615_2	4	1.1604277429494732e-07	233	4.526471812417815e-07	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*
23-1-10_NODE_916332_length_257_cov_1.544444_2	17-2-6_NODE_1650516_length_230_cov_1.450980_1	3	8.703208072121048e-08	230	3.439134561826144e-07	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*
23-1-10_NODE_916332_length_257_cov_1.544444_2	52-1-2_NODE_804324_length_281_cov_0.725490_2	2	6.859708466505999e-08	281	2.2718958909737345e-07	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*
23-1-10_NODE_916332_length_257_cov_1.544444_2	65-1-2_NODE_350735_length_432_cov_0.983099_2	13	4.1252436670369867e-07	432	9.341730581587587e-07	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*	root;d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Actinomarinales;f__Actinomarinaceae*;g__Actinomarina*
23-1-10_NODE_930589_length_256_cov_0.826816_1	23-1-10_NODE_930589_length_256_cov_0.826816_1	2	7.979372364912019e-08	256	2.7458469795855675e-07	root;d__Bacteria	root;d__Bacteria
23-1-10_NODE_930589_length_256_cov_0.826816_1	19-1-2_NODE_1459802_length_254_cov_0.813559_1	1	2.9024506087077467e-08	254	1.0564924677318447e-07	root;d__Bacteria	root;d__Bacteria
23-1-10_NODE_930600_length_256_cov_0.826816_1	23-1-10_NODE_930600_length_256_cov_0.826816_1	2	7.979372364912019e-08	256	2.7458469795855675e-07	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629205	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629205
23-1-10_NODE_930600_length_256_cov_0.826816_1	38-1-10_NODE_1303975_length_245_cov_1.761905_1	4	1.1598133489181319e-07	245	4.6017493888413817e-07	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629205	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp001629205
23-1-10_NODE_930612_length_256_cov_0.826816_1	23-1-10_NODE_930612_length_256_cov_0.826816_1	2	7.979372364912019e-08	256	2.7458469795855675e-07	root;d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp005776735	root;d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp005776735
23-1-10_NODE_930612_length_256_cov_0.826816_1	32-1-8_NODE_1281597_length_245_cov_0.821429_1	3	9.132856577924729e-08	245	3.505084591249493e-07	root;d__Bacteria;p__Myxococcota	root;d__Bacteria;p__Myxococcota;c__UBA796;o__UBA796;f__SXON01;g__SXON01;s__SXON01 sp005776735
23-1-10_NODE_930639_length_256_cov_0.826816_1	23-1-10_NODE_930639_length_256_cov_0.826816_1	2	7.979372364912019e-08	256	2.7458469795855675e-07		
23-1-10_NODE_930639_length_256_cov_0.826816_1	27-1-8_NODE_1355829_length_241_cov_0.902439_1	2	5.186712575988581e-08	241	2.137059282563223e-07		
23-1-10_NODE_948608_length_254_cov_1.514124_1	23-1-10_NODE_948608_length_254_cov_1.514124_1	4	1.5958744729824037e-07	254	5.534935643889018e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
23-1-10_NODE_948608_length_254_cov_1.514124_1	67-1-2_NODE_24273_length_1711_cov_2.036720_2	64	2.1634674054366988e-06	1711	1.2298530040459755e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA9145	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria
23-1-10_NODE_948635_length_254_cov_1.502825_1	23-1-10_NODE_948635_length_254_cov_1.502825_1	6	2.393811709473606e-07	254	8.302403465833529e-07	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__MED-G21;s__MED-G21 sp002457305*	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__MED-G21;s__MED-G21 sp002457305*
23-1-10_NODE_948635_length_254_cov_1.502825_1	19-1-6_NODE_972489_length_266_cov_1.153439_1	4	1.354309235928524e-07	266	4.4468263836510394e-07	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__MED-G21;s__MED-G21 sp002457305*	root;d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UBA7430;g__MED-G21;s__MED-G21 sp002457305*
23-1-10_NODE_948687_length_254_cov_1.485876_1	23-1-10_NODE_948687_length_254_cov_1.485876_1	8	3.1917489459648074e-07	254	1.1069871287778035e-06		
23-1-10_NODE_948687_length_254_cov_1.485876_1	18-1-6_NODE_1115865_length_251_cov_1.178161_1	6	1.889755684826043e-07	251	6.805226906619461e-07		
23-1-10_NODE_959174_length_253_cov_1.590909_1	23-1-10_NODE_959174_length_253_cov_1.590909_1	5	1.9948430912280048e-07	253	6.946016074840962e-07		
23-1-10_NODE_959174_length_253_cov_1.590909_1	30-1-2_NODE_1630465_length_232_cov_0.780645_1	2	6.764972084004447e-08	232	2.7423206556855945e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__CACJXQ01;f__CACJXQ01;g__CACJXQ01;s__CACJXQ01 sp902597385	
23-1-10_NODE_959174_length_253_cov_1.590909_1	66-1-2_NODE_1722863_length_229_cov_1.394737_2	5	1.404898724503687e-07	229	5.839065141557462e-07		
23-1-10_NODE_959174_length_253_cov_1.590909_2	23-1-10_NODE_959174_length_253_cov_1.590909_2	5	1.9948430912280048e-07	253	6.946016074840962e-07		
23-1-10_NODE_959174_length_253_cov_1.590909_2	66-1-2_NODE_1722863_length_229_cov_1.394737_1	5	1.404898724503687e-07	229	5.839065141557462e-07		
23-1-10_NODE_959184_length_253_cov_1.585227_2	23-1-10_NODE_959184_length_253_cov_1.585227_2	4	1.5958744729824037e-07	253	5.556812859872769e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_959184_length_253_cov_1.585227_2	28-1-4_NODE_467674_length_361_cov_0.809859_1	8	2.564371494343894e-07	361	6.735283249227939e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_970432_length_252_cov_1.462857_1	23-1-10_NODE_970432_length_252_cov_1.462857_1	3	1.196905854736803e-07	252	4.184147778416103e-07	root;d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA1511;s__UBA1511 sp002323535*	root;d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA1511;s__UBA1511 sp002323535*
23-1-10_NODE_970432_length_252_cov_1.462857_1	17-2-6_NODE_1308787_length_252_cov_0.714286_1	2	5.802138714747366e-08	252	2.0925951037566483e-07	root;d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA1511;s__UBA1511 sp002323535*	root;d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__UBA1511;s__UBA1511 sp002323535*
23-1-10_NODE_970444_length_252_cov_1.462857_1	23-1-10_NODE_970444_length_252_cov_1.462857_1	4	1.5958744729824037e-07	252	5.578863704554804e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_970444_length_252_cov_1.462857_1	31-1-2_NODE_1684284_length_235_cov_0.778481_1	11	3.384282787716186e-07	235	1.4011797076239564e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
23-1-10_NODE_970446_length_252_cov_1.462857_1	23-1-10_NODE_970446_length_252_cov_1.462857_1	4	1.5958744729824037e-07	252	5.578863704554804e-07	root;d__Bacteria	root;d__Bacteria
23-1-10_NODE_970446_length_252_cov_1.462857_1	19-1-6_NODE_1344376_length_239_cov_0.913580_1	2	6.77154617964262e-08	239	2.47459376161334e-07	root;d__Bacteria	root;d__Bacteria
23-1-10_NODE_970470_length_252_cov_1.451429_1	23-1-10_NODE_970470_length_252_cov_1.451429_1	19	7.580403746666417e-07	252	2.6499602596635317e-06	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A
23-1-10_NODE_970470_length_252_cov_1.451429_1	17-2-4_NODE_896601_length_290_cov_1.389671_2	8	2.3192572393150514e-07	290	7.509235956019223e-07	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__Prochlorococcus_A
23-1-10_NODE_970525_length_252_cov_1.428571_1	23-1-10_NODE_970525_length_252_cov_1.428571_1	3	1.196905854736803e-07	252	4.184147778416103e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A
23-1-10_NODE_970525_length_252_cov_1.428571_1	19-1-4_NODE_1421953_length_233_cov_1.467949_1	7	2.316700658181276e-07	233	8.934538234094122e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter_A
23-1-10_NODE_982012_length_251_cov_1.321839_1	23-1-10_NODE_982012_length_251_cov_1.321839_1	4	1.5958744729824037e-07	251	5.601090253178528e-07		
23-1-10_NODE_982012_length_251_cov_1.321839_1	18-1-6_NODE_178475_length_600_cov_1.147228_2	9	2.8346335272390645e-07	600	4.2702798839037116e-07	root;d__Bacteria	
