## Date
## emapper-2.1.12
## /path/to/emapper.py -m diamond --sensmode fast --itype proteins -i  path/to/selected_proteins.fasta -o path/to/output --data_dir ./egg-db/
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
18-1-3_NODE_203853_length_605_cov_0.937500_1	583355.Caka_1740	2.14e-68	217.0	2CAZH@1|root,2Z7RU@2|Bacteria,46V42@74201|Verrucomicrobia,3K7Z0@414999|Opitutae	414999|Opitutae	C	TIGRFAM succinate dehydrogenase (or fumarate reductase) cytochrome b subunit, b558 family	-	-	-	ko:K00241	ko00020,ko00190,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00190,map00650,map00720,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00149,M00173,M00374,M00376	R02164	RC00045	ko00000,ko00001,ko00002	-	-	-	-
18-1-3_NODE_203854_length_605_cov_0.931818_1	404589.Anae109_3945	4.22e-33	130.0	COG1249@1|root,COG1249@2|Bacteria,1MVVE@1224|Proteobacteria,42Z7G@68525|delta/epsilon subdivisions,2WU0D@28221|Deltaproteobacteria,2YU48@29|Myxococcales	28221|Deltaproteobacteria	C	Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain	sthA	-	1.6.1.1	ko:K00322	ko00760,ko01100,map00760,map01100	-	R00112	RC00001	ko00000,ko00001,ko01000	-	-	-	Pyr_redox_2,Pyr_redox_dim
18-1-3_NODE_203871_length_605_cov_0.880682_1	1205683.CAKR01000042_gene2654	3.39e-24	94.0	COG4226@1|root,COG4226@2|Bacteria,1MZE7@1224|Proteobacteria,1S99M@1236|Gammaproteobacteria,41GKH@629|Yersinia	1236|Gammaproteobacteria	S	HicB family	-	-	-	-	-	-	-	-	-	-	-	-	HicB
18-1-3_NODE_203874_length_605_cov_0.863636_1	404380.Gbem_3092	2.38e-07	58.5	COG0587@1|root,COG0587@2|Bacteria,1MUIF@1224|Proteobacteria,42MGP@68525|delta/epsilon subdivisions,2WIZ2@28221|Deltaproteobacteria,43SUG@69541|Desulfuromonadales	28221|Deltaproteobacteria	L	TIGRFAM DNA polymerase III, alpha subunit	dnaE	-	2.7.7.7	ko:K02337	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440	M00260	R00375,R00376,R00377,R00378	RC02795	ko00000,ko00001,ko00002,ko01000,ko03032,ko03400	-	-	-	DNA_pol3_alpha,HHH_6,PHP,tRNA_anti-codon
18-1-3_NODE_203876_length_605_cov_0.859848_1	1237149.C900_01383	2.36e-21	95.5	COG3193@1|root,COG3193@2|Bacteria,4NENU@976|Bacteroidetes,47N6Q@768503|Cytophagia	976|Bacteroidetes	S	RagB SusD domain protein	-	-	-	ko:K21572	-	-	-	-	ko00000,ko02000	8.A.46.1,8.A.46.3	-	-	SusD-like_3,SusD_RagB
18-1-3_NODE_203877_length_605_cov_0.848485_1	1144932.ATTF01000011_gene657	9.13e-28	106.0	COG1846@1|root,COG1846@2|Bacteria,1N0TY@1224|Proteobacteria,2UDQH@28211|Alphaproteobacteria,4BQVK@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	K	Winged helix-turn-helix DNA-binding	-	-	-	-	-	-	-	-	-	-	-	-	HTH_24
18-1-3_NODE_203883_length_605_cov_0.833333_1	156889.Mmc1_2064	3.46e-18	81.3	COG3108@1|root,COG3108@2|Bacteria,1NMU6@1224|Proteobacteria,2UJD2@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	Peptidase M15	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_M15_3
18-1-3_NODE_203885_length_605_cov_0.820076_1	797114.C475_20932	9.14e-51	176.0	COG1228@1|root,arCOG00696@2157|Archaea,2XUHH@28890|Euryarchaeota,23U5Z@183963|Halobacteria	183963|Halobacteria	F	Belongs to the metallo-dependent hydrolases superfamily. HutI family	hutI	-	3.5.2.7	ko:K01468	ko00340,ko01100,map00340,map01100	M00045	R02288	RC00683	ko00000,ko00001,ko00002,ko01000	-	-	-	Amidohydro_1,Amidohydro_3
18-1-3_NODE_203889_length_605_cov_0.797348_1	756272.Plabr_3745	3.4e-50	180.0	COG1020@1|root,COG1020@2|Bacteria,2J2QU@203682|Planctomycetes	203682|Planctomycetes	Q	Protein of unknown function (DUF1587)	-	-	-	-	-	-	-	-	-	-	-	-	PSCyt3,PSD2,PSD3,PSD4,PSD5
18-1-3_NODE_203892_length_605_cov_0.772727_1	351348.Maqu_3256	1.2e-19	94.0	COG3291@1|root,COG3291@2|Bacteria,1QU15@1224|Proteobacteria,1T1KN@1236|Gammaproteobacteria,46D2W@72275|Alteromonadaceae	1236|Gammaproteobacteria	S	Pkd domain containing protein	-	-	-	-	-	-	-	-	-	-	-	-	-
18-1-6_NODE_839058_length_276_cov_0.718593_1	1137799.GZ78_26975	1.02e-13	70.1	COG1028@1|root,COG1028@2|Bacteria,1MU6X@1224|Proteobacteria,1RMBB@1236|Gammaproteobacteria,1XHUP@135619|Oceanospirillales	135619|Oceanospirillales	IQ	Catalyzes the first of the two reduction steps in the elongation cycle of fatty acid synthesis	fabG	-	1.1.1.100	ko:K00059	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212	M00083,M00572	R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671	RC00029,RC00117	ko00000,ko00001,ko00002,ko01000,ko01004	-	-	-	adh_short_C2
18-1-6_NODE_839078_length_276_cov_0.718593_1	1206101.AZXC01000010_gene107	1.33e-28	112.0	COG3552@1|root,COG3552@2|Bacteria,2GNTS@201174|Actinobacteria	201174|Actinobacteria	M	Protein containing von Willebrand factor type A (VWA) domain	-	-	-	ko:K07161	-	-	-	-	ko00000	-	-	-	VWA_CoxE
19-1-2_NODE_1442819_length_255_cov_0.769663_2	1111728.ATYS01000016_gene4665	2.4e-11	59.7	COG1977@1|root,COG1977@2|Bacteria,1N0IE@1224|Proteobacteria,1S8S1@1236|Gammaproteobacteria	1236|Gammaproteobacteria	H	Involved in sulfur transfer in the conversion of molybdopterin precursor Z to molybdopterin	moaD	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006732,GO:0006777,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0018130,GO:0019538,GO:0019637,GO:0019720,GO:0043170,GO:0043545,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0051186,GO:0051188,GO:0051189,GO:0071704,GO:0090407,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576	-	ko:K03636	ko04122,map04122	-	-	-	ko00000,ko00001	-	-	iE2348C_1286.E2348C_0736,iEC55989_1330.EC55989_0827,iG2583_1286.G2583_1012,iLF82_1304.LF82_1368,iNRG857_1313.NRG857_03495,iSFV_1184.SFV_0767,iSF_1195.SF0734,iSFxv_1172.SFxv_0800,iSSON_1240.SSON_0763,iS_1188.S0775	ThiS
19-1-2_NODE_1442824_length_255_cov_0.769663_1	1265756.AWZW01000001_gene386	4.49e-11	64.7	COG3307@1|root,COG3307@2|Bacteria	2|Bacteria	M	-O-antigen	-	-	-	ko:K02847	ko00540,ko01100,map00540,map01100	M00080	-	-	ko00000,ko00001,ko00002,ko01000,ko01005,ko02000	9.B.67.4,9.B.67.5	-	-	Wzy_C
19-1-6_NODE_1466078_length_231_cov_0.941558_1	435842.HMPREF0848_01282	4.07e-22	94.0	COG1253@1|root,COG1253@2|Bacteria,1TPN0@1239|Firmicutes,4H9SB@91061|Bacilli	91061|Bacilli	S	COG1253 Hemolysins and related proteins containing CBS domains	hlyX	-	-	ko:K03699	-	-	-	-	ko00000,ko02042	-	-	-	CBS,CorC_HlyC,DUF21
19-1-6_NODE_1466123_length_231_cov_0.941558_1	1410626.JHXB01000015_gene826	4.26e-10	60.8	COG0812@1|root,COG0812@2|Bacteria,1TP3W@1239|Firmicutes,247IU@186801|Clostridia,27J9M@186928|unclassified Lachnospiraceae	186801|Clostridia	M	Cell wall formation	murB	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	FAD_binding_4,MurB_C
19-1-6_NODE_1483854_length_230_cov_0.823529_1	1096769.Pelub83DRAFT_0732	1.39e-26	105.0	COG0078@1|root,COG0078@2|Bacteria,1MUFM@1224|Proteobacteria,2TR81@28211|Alphaproteobacteria,4BP6R@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	E	Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline	argF	-	2.1.3.3	ko:K00611	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230	M00029,M00844	R01398	RC00096	ko00000,ko00001,ko00002,ko01000	-	-	-	OTCace,OTCace_N
23-1-2_NODE_510009_length_314_cov_0.679325_1	1415778.JQMM01000001_gene1138	9.9e-45	152.0	COG0811@1|root,COG0811@2|Bacteria,1NXZ9@1224|Proteobacteria,1S154@1236|Gammaproteobacteria,1J4YC@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	U	COG0811 Biopolymer transport proteins	-	-	-	-	-	-	-	-	-	-	-	-	MotA_ExbB
23-1-2_NODE_510013_length_314_cov_0.675105_1	471854.Dfer_1611	8.33e-22	96.3	COG4993@1|root,COG4993@2|Bacteria,4NINH@976|Bacteroidetes,47MZW@768503|Cytophagia	976|Bacteroidetes	G	PQQ-like domain	-	-	1.1.5.2	ko:K00117	ko00030,ko01100,ko01110,ko01130,map00030,map01100,map01110,map01130	-	R06620	RC00066	ko00000,ko00001,ko01000	-	-	-	Cytochrome_CBB3,PQQ,PQQ_2
24-1-8_NODE_283842_length_468_cov_0.547315_1	509190.Cseg_0477	2.03e-13	73.6	COG1940@1|root,COG1940@2|Bacteria,1R7YN@1224|Proteobacteria,2TUWX@28211|Alphaproteobacteria	28211|Alphaproteobacteria	GK	Transcriptional regulator sugar kinase	-	-	2.7.1.4	ko:K00847	ko00051,ko00500,ko00520,ko01100,map00051,map00500,map00520,map01100	-	R00760,R00867,R03920	RC00002,RC00017	ko00000,ko00001,ko01000	-	-	-	ROK
24-1-8_NODE_295128_length_457_cov_1.231579_2	997296.PB1_09192	3.14e-16	79.3	COG0399@1|root,COG0399@2|Bacteria,1TPDH@1239|Firmicutes,4HBZ8@91061|Bacilli,1ZCTS@1386|Bacillus	91061|Bacilli	E	Belongs to the DegT DnrJ EryC1 family	-	-	2.6.1.102	ko:K13010	ko00520,map00520	-	R10460	RC00006,RC00781	ko00000,ko00001,ko01000,ko01005,ko01007	-	-	-	DegT_DnrJ_EryC1
24-1-8_NODE_295140_length_457_cov_1.215789_1	1415630.U771_23650	4.01e-28	114.0	COG0332@1|root,COG0332@2|Bacteria,1MU9N@1224|Proteobacteria,1RNIR@1236|Gammaproteobacteria	1236|Gammaproteobacteria	I	Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched- chain and or straight-chain of fatty acids	fabH	-	2.3.1.207	ko:K16872	-	-	-	-	ko00000,ko01000	-	-	-	ACP_syn_III,ACP_syn_III_C
24-1-8_NODE_295148_length_457_cov_1.205263_1	1121335.Clst_2533	4.85e-14	71.6	COG0454@1|root,COG0456@2|Bacteria,1V6KU@1239|Firmicutes,24J9Z@186801|Clostridia,3WKHF@541000|Ruminococcaceae	186801|Clostridia	K	This enzyme acetylates the N-terminal alanine of ribosomal protein S18	rimI	-	2.3.1.128	ko:K03789	-	-	-	-	ko00000,ko01000,ko03009	-	-	-	Acetyltransf_1,Acetyltransf_10
24-1-8_NODE_295157_length_457_cov_1.194737_1	1192034.CAP_6754	4.55e-18	87.8	COG0574@1|root,COG0574@2|Bacteria	2|Bacteria	G	Belongs to the PEP-utilizing enzyme family	-	-	2.7.9.1,2.7.9.2	ko:K01006,ko:K01007	ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200	M00169,M00171,M00172,M00173,M00374	R00199,R00206	RC00002,RC00015	ko00000,ko00001,ko00002,ko01000	-	-	-	PEP-utilizers,PPDK_N
24-1-8_NODE_295173_length_457_cov_1.168421_2	1123230.ARQJ01000016_gene12	4.18e-11	63.5	COG0463@1|root,COG0463@2|Bacteria,1TSFF@1239|Firmicutes,4HCPR@91061|Bacilli,4H03J@90964|Staphylococcaceae	91061|Bacilli	M	Glycosyltransferase like family 2	tuaG	-	-	ko:K16698	-	-	-	-	ko00000,ko01000,ko01003	-	GT2	-	Glycos_transf_2
24-1-8_NODE_295176_length_457_cov_1.168421_1	466038.KI421440_gene760	5.09e-51	180.0	COG4775@1|root,COG4775@2|Bacteria,1MU0D@1224|Proteobacteria,2TR7W@28211|Alphaproteobacteria,4BPSZ@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	M	Part of the outer membrane protein assembly complex, which is involved in assembly and insertion of beta-barrel proteins into the outer membrane	bamA	-	-	ko:K07277	-	-	-	-	ko00000,ko02000,ko03029	1.B.33	-	-	Bac_surface_Ag,POTRA
24-1-8_NODE_295180_length_457_cov_1.168421_2	488538.SAR116_0409	4.6e-38	136.0	COG1388@1|root,COG4942@1|root,COG1388@2|Bacteria,COG4942@2|Bacteria,1RD24@1224|Proteobacteria,2TUNI@28211|Alphaproteobacteria,4BQ3V@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	DM	LysM domain	nlpD	-	-	ko:K06194	-	-	-	-	ko00000	1.A.34.1.2	-	-	LysM,Peptidase_M23
24-1-8_NODE_295183_length_457_cov_1.168421_1	929704.Myrod_0709	2.57e-28	117.0	2F4A1@1|root,33X0P@2|Bacteria,4P3HE@976|Bacteroidetes	976|Bacteroidetes	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
24-1-8_NODE_295197_length_457_cov_1.157895_1	859653.HIMB5_00005830	8.03e-63	206.0	COG0760@1|root,COG0760@2|Bacteria,1MWV0@1224|Proteobacteria,2TRYU@28211|Alphaproteobacteria,4BQDD@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	O	SurA N-terminal domain	ppiD	-	5.2.1.8	ko:K01802,ko:K03770	-	-	-	-	ko00000,ko01000,ko03110	-	-	-	Rotamase_2,SurA_N_3
24-1-8_NODE_295199_length_457_cov_1.155263_1	1144932.ATTF01000007_gene106	5.69e-58	189.0	COG0812@1|root,COG0812@2|Bacteria,1MXDH@1224|Proteobacteria,2TRQR@28211|Alphaproteobacteria,4BPPJ@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	M	Cell wall formation	murB	-	1.3.1.98	ko:K00075	ko00520,ko00550,ko01100,map00520,map00550,map01100	-	R03191,R03192	RC02639	ko00000,ko00001,ko01000,ko01011	-	-	-	FAD_binding_4,MurB_C
24-1-8_NODE_306088_length_447_cov_1.497297_1	452637.Oter_0935	8.55e-69	219.0	COG0042@1|root,COG0042@2|Bacteria,46TCT@74201|Verrucomicrobia,3K895@414999|Opitutae	414999|Opitutae	H	Catalyzes the synthesis of 5,6-dihydrouridine (D), a modified base found in the D-loop of most tRNAs, via the reduction of the C5-C6 double bond in target uridines	-	-	-	-	-	-	-	-	-	-	-	-	Dus
24-1-8_NODE_306107_length_447_cov_1.456757_1	1144932.ATTF01000025_gene1006	1.64e-82	257.0	COG0034@1|root,COG0034@2|Bacteria,1MU0V@1224|Proteobacteria,2TR8V@28211|Alphaproteobacteria,4BPVI@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	F	Catalyzes the formation of phosphoribosylamine from phosphoribosylpyrophosphate (PRPP) and glutamine	purF	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0009507,GO:0009536,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044444,GO:0044464	2.4.2.14	ko:K00764	ko00230,ko00250,ko01100,ko01110,ko01130,map00230,map00250,map01100,map01110,map01130	M00048	R01072	RC00010,RC02724,RC02752	ko00000,ko00001,ko00002,ko01000,ko01002	-	-	-	GATase_6,GATase_7,Pribosyltran
24-1-8_NODE_313931_length_440_cov_10.608815_1	1096769.Pelub83DRAFT_0349	6.15e-73	240.0	COG3127@1|root,COG3127@2|Bacteria,1MU9R@1224|Proteobacteria,2TS8V@28211|Alphaproteobacteria,4BP6I@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	Q	FtsX-like permease family	MA20_43810	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
24-1-8_NODE_313953_length_440_cov_5.674931_1	1096769.Pelub83DRAFT_1093	5.64e-74	240.0	COG1770@1|root,COG1770@2|Bacteria,1MUED@1224|Proteobacteria,2TTR0@28211|Alphaproteobacteria,4BPD1@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	E	Prolyl oligopeptidase, N-terminal beta-propeller domain	ptrB	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0070011,GO:0070012,GO:0071704,GO:0140096,GO:1901564	3.4.21.83	ko:K01354	ko05142,ko05143,map05142,map05143	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S9,Peptidase_S9_N
24-1-8_NODE_313984_length_440_cov_3.743802_1	167548.EU98_0437	1.45e-36	124.0	2BSU3@1|root,32MXJ@2|Bacteria,1GHAJ@1117|Cyanobacteria,1MN21@1212|Prochloraceae	1117|Cyanobacteria	S	Alternative locus ID	-	-	-	-	-	-	-	-	-	-	-	-	-
24-1-8_NODE_313996_length_440_cov_3.451791_1	795359.TOPB45_0005	1.43e-27	110.0	COG3264@1|root,COG3264@2|Bacteria,2GHQX@200940|Thermodesulfobacteria	200940|Thermodesulfobacteria	M	Mechanosensitive ion channel	-	-	-	-	-	-	-	-	-	-	-	-	MS_channel
24-1-8_NODE_322764_length_433_cov_1.646067_1	461711.G8EYD3_9CAUD	1.42e-23	101.0	4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QNBD@10744|Podoviridae	10744|Podoviridae	S	outer membrane	-	-	-	-	-	-	-	-	-	-	-	-	-
24-1-8_NODE_322773_length_433_cov_1.629213_1	488538.SAR116_2388	8.02e-87	274.0	COG0480@1|root,COG0480@2|Bacteria,1MUCV@1224|Proteobacteria,2TQVI@28211|Alphaproteobacteria,4BPFU@82117|unclassified Alphaproteobacteria	28211|Alphaproteobacteria	J	Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome	fusA	-	-	ko:K02355	-	-	-	-	ko00000,ko03012,ko03029	-	-	-	EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2
24-1-8_NODE_322777_length_433_cov_1.620787_2	663932.KB902575_gene379	3.46e-11	63.9	COG2740@1|root,COG2740@2|Bacteria,1RHPR@1224|Proteobacteria,2U9RY@28211|Alphaproteobacteria,2JSPK@204441|Rhodospirillales	204441|Rhodospirillales	K	nucleic-acid-binding protein implicated in transcription termination	-	-	-	ko:K07742	-	-	-	-	ko00000	-	-	-	DUF448,Ribosomal_L7Ae
24-1-8_NODE_322783_length_433_cov_1.609551_1	929562.Emtol_0654	1.13e-13	74.7	COG0793@1|root,COG0793@2|Bacteria,4NFKJ@976|Bacteroidetes,47MG1@768503|Cytophagia	976|Bacteroidetes	M	PFAM Peptidase S41	-	-	-	-	-	-	-	-	-	-	-	-	BACON,PDZ,Peptidase_S41
24-1-8_NODE_322797_length_433_cov_1.578652_1	335992.SAR11_0932	1.02e-27	115.0	COG0726@1|root,COG2931@1|root,COG3209@1|root,COG3210@1|root,COG3391@1|root,COG0726@2|Bacteria,COG2931@2|Bacteria,COG3209@2|Bacteria,COG3210@2|Bacteria,COG3391@2|Bacteria,1MU7T@1224|Proteobacteria,2TRVY@28211|Alphaproteobacteria	28211|Alphaproteobacteria	Q	COG2931 RTX toxins and related Ca2 -binding proteins	-	-	-	-	-	-	-	-	-	-	-	-	-
24-1-8_NODE_322802_length_433_cov_1.567416_1	1402135.SUH3_00555	7.44e-40	133.0	COG0236@1|root,COG0236@2|Bacteria,1MZVG@1224|Proteobacteria,2UC3Q@28211|Alphaproteobacteria,3ZXUZ@60136|Sulfitobacter	28211|Alphaproteobacteria	IQ	Phosphopantetheine attachment site	-	-	-	ko:K02078	-	-	-	-	ko00000,ko00001	-	-	-	PP-binding
24-1-8_NODE_332268_length_426_cov_0.825215_1	391626.OAN307_c04540	9.2e-16	76.6	COG0665@1|root,COG0665@2|Bacteria,1MXD1@1224|Proteobacteria,2TTDG@28211|Alphaproteobacteria	28211|Alphaproteobacteria	E	FAD dependent oxidoreductase	-	-	-	-	-	-	-	-	-	-	-	-	DAO
24-1-8_NODE_332270_length_426_cov_0.825215_2	1121296.JONJ01000003_gene916	6.38e-08	53.9	COG0569@1|root,COG0569@2|Bacteria	2|Bacteria	P	domain protein	-	-	-	ko:K10716	-	-	-	-	ko00000,ko02000	1.A.1.1,1.A.1.13,1.A.1.17,1.A.1.24,1.A.1.25,1.A.1.6	-	-	Ion_trans,Ion_trans_2,TrkA_C
24-1-8_NODE_332271_length_426_cov_0.825215_1	565045.NOR51B_2755	1.51e-37	140.0	COG1026@1|root,COG1026@2|Bacteria,1MVDJ@1224|Proteobacteria,1RYNI@1236|Gammaproteobacteria,1J4Y0@118884|unclassified Gammaproteobacteria	1236|Gammaproteobacteria	S	Zn-dependent peptidases	-	-	-	ko:K06972	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	M16C_assoc,Peptidase_M16,Peptidase_M16_C
24-1-8_NODE_332277_length_426_cov_0.819484_1	84588.SYNW0394	1.4e-84	269.0	COG0517@1|root,COG1082@1|root,COG2089@1|root,COG0517@2|Bacteria,COG1082@2|Bacteria,COG2089@2|Bacteria,1G4IG@1117|Cyanobacteria,1GZZR@1129|Synechococcus	1117|Cyanobacteria	M	acid synthetase	-	-	2.5.1.101,2.5.1.56	ko:K01654,ko:K18430	ko00520,ko01100,map00520,map01100	-	R01804,R04435,R10304	RC00159	ko00000,ko00001,ko01000	-	-	-	AP_endonuc_2,CBS,NeuB,SAF
24-1-8_NODE_332281_length_426_cov_0.816619_1	1283299.AUKG01000001_gene2383	1.49e-16	82.8	COG0531@1|root,COG0531@2|Bacteria,2GMJ3@201174|Actinobacteria	201174|Actinobacteria	E	Amino acid permease	-	-	-	-	-	-	-	-	-	-	-	-	AA_permease_2
27-1-4_NODE_464372_length_361_cov_1.137324_1	1121104.AQXH01000003_gene393	5.51e-13	66.2	COG0776@1|root,COG0776@2|Bacteria	2|Bacteria	L	regulation of translation	-	-	-	ko:K03530,ko:K05788	-	-	-	-	ko00000,ko03032,ko03036,ko03400	-	-	-	Bac_DNA_binding
27-1-4_NODE_464377_length_361_cov_1.130282_1	761193.Runsl_2293	1.87e-17	81.6	COG1088@1|root,COG1088@2|Bacteria	2|Bacteria	M	dTDP-glucose 4,6-dehydratase activity	-	-	5.1.3.10	ko:K12454	ko00520,map00520	-	R04266	RC00528	ko00000,ko00001,ko01000	-	-	-	Epimerase
27-1-4_NODE_464389_length_361_cov_1.126761_1	2880.D8LSQ3	9.77e-21	94.0	2EQKZ@1|root,2STKD@2759|Eukaryota	2759|Eukaryota	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27-1-4_NODE_464430_length_361_cov_1.105634_1	313596.RB2501_14839	8.37e-27	111.0	COG2091@1|root,COG2091@2|Bacteria,4NFQ6@976|Bacteroidetes,1HZHJ@117743|Flavobacteriia	976|Bacteroidetes	H	lysine biosynthetic process via aminoadipic acid	-	-	-	-	-	-	-	-	-	-	-	-	CBM9_1
27-1-4_NODE_477454_length_357_cov_0.778571_1	756276.I3ULX0_9VIRU	2.81e-42	155.0	4QASG@10239|Viruses,4QZZU@35237|dsDNA viruses  no RNA stage	10239|Viruses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27-1-4_NODE_477475_length_357_cov_0.775000_1	468059.AUHA01000003_gene1779	1.54e-25	106.0	COG0508@1|root,COG0508@2|Bacteria,4NED0@976|Bacteroidetes,1IP3U@117747|Sphingobacteriia	976|Bacteroidetes	C	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex	bfmBB	-	2.3.1.61	ko:K00658	ko00020,ko00310,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00310,map01100,map01110,map01120,map01130,map01200	M00009,M00011,M00032	R02570,R02571,R08549	RC00004,RC02727,RC02833	br01601,ko00000,ko00001,ko00002,ko01000	-	-	-	2-oxoacid_dh,Biotin_lipoyl,E3_binding
27-1-4_NODE_477496_length_357_cov_0.771429_1	566461.SSFG_02212	2.55e-19	88.6	COG4608@1|root,COG4608@2|Bacteria,2H4BW@201174|Actinobacteria	201174|Actinobacteria	E	Belongs to the ABC transporter superfamily	-	-	-	ko:K02032,ko:K10823	ko01501,ko02010,ko02024,map01501,map02010,map02024	M00239,M00439	-	-	ko00000,ko00001,ko00002,ko02000	3.A.1.5,3.A.1.5.1,3.A.1.5.18,3.A.1.5.19,3.A.1.5.25	-	-	ABC_tran,oligo_HPY
27-1-4_NODE_477522_length_357_cov_0.764286_1	1499499.EV06_0027	3.6e-29	112.0	COG1218@1|root,COG1218@2|Bacteria,1G0JZ@1117|Cyanobacteria,1MPJD@1212|Prochloraceae	1117|Cyanobacteria	P	Alternative locus ID	cysQ	-	3.1.3.7	ko:K01082	ko00920,ko01100,ko01120,ko01130,map00920,map01100,map01120,map01130	-	R00188,R00508	RC00078	ko00000,ko00001,ko01000,ko03016	-	-	-	Inositol_P
27-1-4_NODE_477534_length_357_cov_0.760714_1	1123270.ATUR01000002_gene2454	1.58e-23	97.8	COG0805@1|root,COG0805@2|Bacteria,1MVAY@1224|Proteobacteria,2TTIX@28211|Alphaproteobacteria,2K1PD@204457|Sphingomonadales	204457|Sphingomonadales	U	Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin-arginine motif in their signal peptide across membranes. Together with TatB, TatC is part of a receptor directly interacting with Tat signal peptides	tatC	-	-	ko:K03118	ko03060,ko03070,map03060,map03070	M00336	-	-	ko00000,ko00001,ko00002,ko02044	2.A.64	-	-	TatC
27-1-4_NODE_492383_length_352_cov_0.934545_2	159749.K0R9C7	9.07e-05	47.4	COG0457@1|root,KOG1840@2759|Eukaryota,2XA6M@2836|Bacillariophyta	2836|Bacillariophyta	Z	NB-ARC domain	-	-	-	-	-	-	-	-	-	-	-	-	NB-ARC,TPR_10,TPR_12
